Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,342,2019-11-14T10:14:07.4069-0500,637093232474069000,1589469247
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,343,2019-11-14T10:23:20.7010-0500,637093238007010000,1589469801
1275,1260,1,0,17,0,318c42f457ab4fd291123fd53c06f8fc,344,2019-11-14T10:37:02.5540-0500,637093246225540000,1589470623
12,0,1,0,10,0,318c42f457ab4fd291123fd53c06f8fc,345,2019-11-14T10:58:46.7340-0500,637093259267340000,1589471927
15,0,0,0,3,0,318c42f457ab4fd291123fd53c06f8fc,346,2019-11-14T10:59:20.9820-0500,637093259609820000,1589471961
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,347,2019-11-14T11:00:00.1930-0500,637093260001930000,1589472000
9,0,0,0,11,0,318c42f457ab4fd291123fd53c06f8fc,348,2019-11-14T11:07:21.5880-0500,637093264415880000,1589472442
2,0,0,0,3,0,318c42f457ab4fd291123fd53c06f8fc,349,2019-11-14T11:14:31.1710-0500,637093268711710000,1589472871
34,0,0,2,22,0,318c42f457ab4fd291123fd53c06f8fc,350,2019-11-14T12:29:02.8360-0500,637093313428360000,1589477343
81,80,1,0,44,0,318c42f457ab4fd291123fd53c06f8fc,351,2019-11-14T12:29:56.9840-0500,637093313969840000,1589477397
