Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
82,44,1,1,1,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,531,2021-01-20T21:40:30.6170+0100,637467720306170000,1626813631
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,532,2021-01-20T21:44:50.2370+0100,637467722902370000,1626813890
30,18,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,533,2021-01-20T21:45:27.8149+0100,637467723278149000,1626813928
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,534,2021-01-20T21:46:18.1719+0100,637467723781719000,1626813978
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,535,2021-01-20T21:47:31.1930+0100,637467724511930000,1626814051
29,23,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,536,2021-01-20T21:47:52.8740+0100,637467724728740000,1626814073
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,537,2021-01-20T21:51:03.6130+0100,637467726636130000,1626814264
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,538,2021-01-20T21:52:54.6200+0100,637467727746200000,1626814375
