Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,70,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1312,2020-01-27T15:23:12.1460-0500,637157533921460000,1595881392
15,0,0,70,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1313,2020-01-27T15:23:45.8470-0500,637157534258470000,1595881426
12,0,0,1065,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1314,2020-01-27T15:24:02.9660-0500,637157534429660000,1595881443
63,25,2,213,639,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1315,2020-01-27T15:24:39.5000-0500,637157534795000000,1595881480
3,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1316,2020-01-27T15:26:09.9300-0500,637157535699300000,1595881570
36,0,0,1305,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1317,2020-01-27T15:26:48.3280-0500,637157536083280000,1595881608
15,0,0,73,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1318,2020-01-27T15:27:51.4650-0500,637157536714650000,1595881671
23,0,0,438,146,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1319,2020-01-27T15:28:20.3180-0500,637157537003180000,1595881700
2,0,0,370,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1320,2020-01-27T15:30:23.3290-0500,637157538233290000,1595881823
82,0,1,0,1406,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1321,2020-01-27T15:31:10.6600-0500,637157538706600000,1595881871
