Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
7,0,0,6,12,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1380,2020-03-04T12:00:08.4670-0500,637189380084670000,1599238808
2,0,0,12,0,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1381,2020-03-04T12:00:33.5669-0500,637189380335669000,1599238834
15,0,0,5,0,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1382,2020-03-04T12:01:16.0050-0500,637189380760050000,1599238876
1,0,0,15,0,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1383,2020-03-04T12:01:38.9570-0500,637189380989570000,1599238899
27,0,0,12,42,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1384,2020-03-04T12:02:13.2230-0500,637189381332230000,1599238933
70,0,0,0,259,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1385,2020-03-04T12:03:18.6370-0500,637189381986370000,1599238999
14,0,0,0,28,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1386,2020-03-04T12:04:44.9470-0500,637189382849470000,1599239085
16,0,0,16,64,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1387,2020-03-04T12:05:16.2240-0500,637189383162240000,1599239116
15,0,0,0,8,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1388,2020-03-04T12:05:49.8280-0500,637189383498280000,1599239150
53,10,1,18,81,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1389,2020-03-04T12:06:20.8360-0500,637189383808360000,1599239181
