Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,1805,2019-12-13T15:33:03.5000-0500,637118659835000000,1592080384
1,0,0,0,2,0,318c42f457ab4fd291123fd53c06f8fc,1806,2019-12-13T15:34:52.6480-0500,637118660926480000,1592080493
14,13,1,0,6,0,318c42f457ab4fd291123fd53c06f8fc,1807,2019-12-13T15:40:43.7940-0500,637118664437940000,1592080844
1,0,0,0,2,0,318c42f457ab4fd291123fd53c06f8fc,1808,2019-12-13T15:51:18.1110-0500,637118670781110000,1592081478
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,1809,2019-12-13T15:51:59.1280-0500,637118671191280000,1592081519
6,0,0,0,9,0,318c42f457ab4fd291123fd53c06f8fc,1810,2019-12-13T16:10:10.4560-0500,637118682104560000,1592082610
21,6,1,0,20,0,318c42f457ab4fd291123fd53c06f8fc,1811,2019-12-13T16:13:46.3020-0500,637118684263020000,1592082826
30,0,0,0,6,0,318c42f457ab4fd291123fd53c06f8fc,1812,2019-12-13T16:16:18.4650-0500,637118685784650000,1592082978
21,0,0,0,5,0,318c42f457ab4fd291123fd53c06f8fc,1813,2019-12-13T16:17:43.4540-0500,637118686634540000,1592083063
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,1814,2019-12-13T16:45:08.8120-0500,637118703088120000,1592084709
