Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
5,4,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,90,2021-01-14T23:21:37.6350+0100,637462596976350000,1626301298
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,91,2021-01-14T23:22:24.0370+0100,637462597440370000,1626301344
5,4,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,92,2021-01-14T23:24:54.0120+0100,637462598940120000,1626301494
20,15,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,93,2021-01-14T23:25:16.6600+0100,637462599166600000,1626301517
7,7,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,94,2021-01-14T23:25:55.6810+0100,637462599556810000,1626301556
29,10,1,1,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,95,2021-01-14T23:26:29.4190+0100,637462599894190000,1626301589
43,30,1,17,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,96,2021-01-14T23:28:47.2240+0100,637462601272240000,1626301727
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,97,2021-01-14T23:32:27.6220+0100,637462603476220000,1626301948
27,15,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,98,2021-01-14T23:32:52.4310+0100,637462603724310000,1626301972
5,4,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,99,2021-01-14T23:33:54.2940+0100,637462604342940000,1626302034
23,12,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,100,2021-01-14T23:34:22.9220+0100,637462604629220000,1626302063
6,6,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,101,2021-01-14T23:35:02.0170+0100,637462605020170000,1626302102
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,102,2021-01-14T23:35:28.6450+0100,637462605286450000,1626302129
7,7,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,103,2021-01-14T23:36:22.9350+0100,637462605829350000,1626302183
5,4,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,3f8a3d650fff425e8a85c42a6c6c9ec4,104,2021-01-14T23:38:04.3610+0100,637462606843610000,1626302284
