Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
18,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,499,2020-06-28T13:01:33.4320-0500,637289640934320000,1609178493
14,2,5,0,189,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,500,2020-06-28T13:02:01.7280-0500,637289641217280000,1609178522
15,0,0,22,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,501,2020-06-28T13:02:39.0520-0500,637289641590520000,1609178559
7,5,1,0,22,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,502,2020-06-28T13:03:00.6750-0500,637289641806750000,1609178581
2,0,0,138,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,503,2020-06-28T13:11:48.5880-0500,637289647085880000,1609179109
38,21,4,25,100,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,504,2020-06-28T13:16:24.0290-0500,637289649840290000,1609179384
14,2,5,0,150,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,505,2020-06-28T13:17:17.4380-0500,637289650374380000,1609179437
25,10,1,459,286,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,506,2020-06-28T13:17:48.8720-0500,637289650688720000,1609179469
6,3,4,84,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,507,2020-06-28T13:18:36.2440-0500,637289651162440000,1609179516
18,1,2,168,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,508,2020-06-28T13:20:04.6040-0500,637289652046040000,1609179605
