Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,0575a775412c41199635b80152b12c1e,8581,2021-07-25T12:43:20.2250-0400,637628102002250000,1643129000
5,4,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,0575a775412c41199635b80152b12c1e,8582,2021-07-25T12:45:47.8270-0400,637628103478270000,1643129148
5,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,0575a775412c41199635b80152b12c1e,8583,2021-07-25T12:46:13.7990-0400,637628103737990000,1643129174
6,6,1,2,0,0,417db1c3f6c5414092021ff2ca769e22,,0575a775412c41199635b80152b12c1e,8584,2021-07-25T12:52:43.7500-0400,637628107637500000,1643129564
