Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,69,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1064,2020-06-13T16:44:49.4040-0500,637276814894040000,1607895889
3,0,0,69,138,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1065,2020-06-13T16:46:18.7250-0500,637276815787250000,1607895979
36,7,1,828,69,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1066,2020-06-13T16:49:48.1140-0500,637276817881140000,1607896188
27,0,0,207,276,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1067,2020-06-13T16:52:29.7030-0500,637276819497030000,1607896350
15,0,0,138,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1068,2020-06-13T16:53:28.3670-0500,637276820083670000,1607896408
4,2,1,207,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1069,2020-06-13T16:53:43.9720-0500,637276820239720000,1607896424
10,0,0,207,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1070,2020-06-13T16:54:52.7780-0500,637276820927780000,1607896493
15,0,0,69,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1071,2020-06-13T16:55:29.0060-0500,637276821290060000,1607896529
15,0,0,138,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1072,2020-06-13T16:55:46.9930-0500,637276821469930000,1607896547
31,19,1,759,414,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,1073,2020-06-13T16:56:20.9520-0500,637276821809520000,1607896581
