Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,96,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1752,2020-02-01T16:56:00.9270-0500,637161909609270000,1596318961
15,0,0,96,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1753,2020-02-01T16:58:10.5990-0500,637161910905990000,1596319091
1,0,0,192,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1754,2020-02-01T16:59:25.0460-0500,637161911650460000,1596319165
15,1,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1755,2020-02-01T17:02:37.6210-0500,637161913576210000,1596319358
16,0,0,288,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1756,2020-02-01T17:03:21.9090-0500,637161914019090000,1596319402
13,0,0,768,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1757,2020-02-01T17:04:17.9610-0500,637161914579610000,1596319458
42,27,2,864,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1758,2020-02-01T17:04:46.2240-0500,637161914862240000,1596319486
46,8,1,98,1176,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1759,2020-02-01T17:06:56.6870-0500,637161916166870000,1596319617
13,0,0,0,198,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1760,2020-02-01T17:08:06.0890-0500,637161916860890000,1596319686
30,0,0,100,400,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,1761,2020-02-01T17:08:54.0859-0500,637161917340859000,1596319734
