Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,43,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3064,2020-01-29T16:19:51.6220-0500,637159295916220000,1596057592
1,0,0,86,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3065,2020-01-29T16:20:42.6400-0500,637159296426400000,1596057643
15,0,0,43,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3066,2020-01-29T16:22:35.9440-0500,637159297559440000,1596057756
6,0,0,172,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3067,2020-01-29T16:23:00.3710-0500,637159297803710000,1596057780
15,0,0,0,43,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3068,2020-01-29T16:23:24.0200-0500,637159298040200000,1596057804
19,0,0,215,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3069,2020-01-29T16:23:50.8980-0500,637159298308980000,1596057831
15,0,0,43,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3070,2020-01-29T16:24:46.6879-0500,637159298866879000,1596057887
6,0,0,129,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3071,2020-01-29T16:25:12.7470-0500,637159299127470000,1596057913
1,0,0,86,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3072,2020-01-29T16:26:12.7980-0500,637159299727980000,1596057973
21,0,0,43,430,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,3073,2020-01-29T16:26:37.6800-0500,637159299976800000,1596057998
