Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
24,0,0,130,132,0,11ccd89d25d14680b4d74cadf92c1c00,250,2020-01-10T18:20:49.1600-0500,637142952491600000,1594423249
7,0,0,201,0,0,11ccd89d25d14680b4d74cadf92c1c00,251,2020-01-10T18:21:58.7020-0500,637142953187020000,1594423319
