Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
15,0,0,4,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4350,2020-11-20T16:26:33.6730-0500,637415043936730000,1621545994
109,29,5,18,68,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4351,2020-11-20T16:27:24.6080-0500,637415044446080000,1621546045
15,0,0,6,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4352,2020-11-20T16:38:59.7200-0500,637415051397200000,1621546740
15,0,0,12,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4353,2020-11-20T16:40:07.2800-0500,637415052072800000,1621546807
15,0,0,6,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4354,2020-11-20T16:40:27.3070-0500,637415052273070000,1621546827
4,0,0,18,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4355,2020-11-20T16:41:01.9890-0500,637415052619890000,1621546862
15,0,0,6,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4356,2020-11-20T17:30:02.1810-0500,637415082021810000,1621549802
15,0,0,12,0,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4357,2020-11-20T18:46:53.6939-0500,637415128136939000,1621554414
47,35,1,6,6,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4358,2020-11-21T09:11:35.9410-0500,637415646959410000,1621606296
26,25,1,6,12,0,417db1c3f6c5414092021ff2ca769e22,,4f1f7ce0016c4c98b2e39bfc193b6794,4359,2020-11-21T09:31:57.0270-0500,637415659170270000,1621607517
