Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
1,0,0,0,28,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,505,2020-10-16T18:15:13.7700-0500,637384869137700000,1618614914
13,0,0,52,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,506,2020-10-16T18:16:27.3580-0500,637384869873580000,1618614987
23,0,0,48,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,507,2020-10-16T18:17:54.1240-0500,637384870741240000,1618615074
15,0,0,12,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,508,2020-10-16T18:19:18.6170-0500,637384871586170000,1618615159
7,0,0,24,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,509,2020-10-16T18:20:15.5729-0500,637384872155729000,1618615216
1,0,0,36,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,510,2020-10-16T18:22:55.3540-0500,637384873753540000,1618615375
3,0,0,36,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,511,2020-10-16T18:24:31.1090-0500,637384874711090000,1618615471
3,0,0,48,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,512,2020-10-16T18:25:56.9610-0500,637384875569610000,1618615557
21,0,0,84,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,513,2020-10-16T18:27:07.8159-0500,637384876278159000,1618615628
3,0,0,24,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,514,2020-10-16T18:27:52.5490-0500,637384876725490000,1618615673
