Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
74,60,6,2265,1298,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,344,2020-06-23T09:16:43.8129-0500,637285186038129000,1608733004
28,27,3,210,280,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,345,2020-06-23T10:21:02.1930-0500,637285224621930000,1608736862
24,12,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,346,2020-06-23T10:33:06.4810-0500,637285231864810000,1608737586
15,5,4,144,72,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,347,2020-06-23T12:58:29.7850-0500,637285319097850000,1608746310
49,25,4,154,539,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,348,2020-06-23T13:17:03.0800-0500,637285330230800000,1608747423
15,0,0,156,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,349,2020-06-23T13:19:27.3950-0500,637285331673950000,1608747567
43,30,2,220,326,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,350,2020-06-23T13:22:52.4780-0500,637285333724780000,1608747772
15,0,0,316,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,351,2020-06-23T13:25:19.1019-0500,637285335191019000,1608747919
17,3,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,352,2020-06-23T13:29:04.9570-0500,637285337449570000,1608748145
16,1,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,353,2020-06-23T13:29:38.6000-0500,637285337786000000,1608748179
