Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
58,0,1,36,36,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,284,2020-06-22T12:13:22.7250-0500,637284428027250000,1608657203
11,4,1,0,156,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,285,2020-06-22T12:14:36.4950-0500,637284428764950000,1608657276
23,5,1,0,96,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,286,2020-06-22T12:15:12.4990-0500,637284429124990000,1608657312
13,6,1,91,13,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,287,2020-06-22T12:15:58.4020-0500,637284429584020000,1608657358
11,0,0,26,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,288,2020-06-22T12:16:45.1620-0500,637284430051620000,1608657405
2,0,0,26,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,289,2020-06-22T12:17:12.0300-0500,637284430320300000,1608657432
17,4,3,39,52,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,290,2020-06-22T12:34:52.3530-0500,637284440923530000,1608658492
20,5,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,291,2020-06-22T12:36:35.5920-0500,637284441955920000,1608658596
16,3,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,292,2020-06-22T13:18:03.7280-0500,637284466837280000,1608661084
15,0,0,0,36,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,293,2020-06-22T14:05:53.6780-0500,637284495536780000,1608663954
