Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,219,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,224,2020-06-20T13:17:55.1280-0500,637282738751280000,1608488275
28,7,2,365,584,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,225,2020-06-20T13:18:40.7320-0500,637282739207320000,1608488321
14,0,0,517,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,226,2020-06-20T13:19:29.4500-0500,637282739694500000,1608488369
3,0,0,74,74,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,227,2020-06-20T13:24:00.3120-0500,637282742403120000,1608488640
32,25,1,270,322,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,228,2020-06-20T13:43:34.9480-0500,637282754149480000,1608489815
12,3,5,79,395,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,229,2020-06-20T14:12:08.3360-0500,637282771283360000,1608491528
13,0,0,80,400,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,230,2020-06-20T14:14:43.3469-0500,637282772833469000,1608491683
30,0,0,729,324,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,231,2020-06-20T14:15:40.2230-0500,637282773402230000,1608491740
62,56,1,656,82,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,232,2020-06-20T14:18:44.6979-0500,637282775246979000,1608491925
2,0,0,332,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,233,2020-06-20T14:20:47.3410-0500,637282776473410000,1608492047
