Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,0,306,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,384,2020-06-24T13:12:06.7750-0500,637286191267750000,1608833527
17,0,1,35,280,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,385,2020-06-24T13:12:53.0680-0500,637286191730680000,1608833573
3,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,386,2020-06-24T13:13:36.4400-0500,637286192164400000,1608833616
15,0,0,0,36,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,387,2020-06-24T13:15:04.7680-0500,637286193047680000,1608833705
13,0,1,74,74,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,388,2020-06-24T14:00:59.9790-0500,637286220599790000,1608836460
10,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,389,2020-06-24T14:01:48.2280-0500,637286221082280000,1608836508
5,0,0,328,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,390,2020-06-24T14:45:41.7530-0500,637286247417530000,1608839142
9,0,0,86,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,391,2020-06-24T16:31:25.8250-0500,637286310858250000,1608845486
15,0,0,45,0,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,392,2020-06-24T16:43:19.2760-0500,637286317992760000,1608846199
29,3,1,360,90,0,417db1c3f6c5414092021ff2ca769e22,47bbe8d2878345788ccbd863c2d02df8,393,2020-06-24T16:50:09.4130-0500,637286322094130000,1608846609
