Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,13,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3845,2020-02-27T11:09:57.6580-0500,637184165976580000,1598544598
15,0,0,26,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3846,2020-02-27T11:12:17.3390-0500,637184167373390000,1598544737
15,0,0,13,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3847,2020-02-27T11:12:51.5920-0500,637184167715920000,1598544772
9,0,0,26,52,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3848,2020-02-27T11:14:20.3880-0500,637184168603880000,1598544860
1,0,0,70,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3849,2020-02-27T11:14:49.8260-0500,637184168898260000,1598544890
187,0,1,145,462,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3850,2020-02-27T11:15:31.3710-0500,637184169313710000,1598544931
6,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3851,2020-02-27T11:19:01.7970-0500,637184171417970000,1598545142
1,0,0,45,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3852,2020-02-27T11:23:54.7990-0500,637184174347990000,1598545435
79,0,0,210,150,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3853,2020-02-27T11:24:20.2750-0500,637184174602750000,1598545460
3,0,0,64,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3854,2020-02-27T11:26:28.9830-0500,637184175889830000,1598545589
