Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
654,377,2,118,9908,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1628,2020-03-16T18:49:02.2200-0400,637199957422200000,1600296542
36,0,0,180,1320,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1629,2020-03-16T19:06:13.6510-0400,637199967736510000,1600297574
29,0,0,122,305,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1630,2020-03-16T19:07:06.4940-0400,637199968264940000,1600297626
2,0,0,248,0,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1631,2020-03-16T19:07:53.3200-0400,637199968733200000,1600297673
26,0,0,189,693,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1632,2020-03-16T19:08:14.1810-0400,637199968941810000,1600297694
3,0,0,192,64,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1633,2020-03-16T19:08:58.4140-0400,637199969384140000,1600297738
14,0,0,390,260,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1634,2020-03-16T19:09:18.1790-0400,637199969581790000,1600297758
34,0,0,264,396,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1635,2020-03-16T19:09:50.0970-0400,637199969900970000,1600297790
15,0,0,201,134,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1636,2020-03-16T19:10:42.4340-0400,637199970424340000,1600297842
6,0,0,340,68,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1637,2020-03-16T19:11:14.3870-0400,637199970743870000,1600297874
