Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
1,0,0,138,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,742,2020-06-06T09:48:26.1080-0500,637270517061080000,1607266106
25,19,1,138,276,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,743,2020-06-06T09:48:43.9870-0500,637270517239870000,1607266124
71,0,0,138,2415,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,744,2020-06-06T09:52:42.5100-0500,637270519625100000,1607266363
10,0,0,69,276,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,745,2020-06-06T09:54:52.6150-0500,637270520926150000,1607266493
4,0,0,69,138,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,746,2020-06-06T09:55:27.7260-0500,637270521277260000,1607266528
3,0,0,69,69,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,747,2020-06-06T09:55:50.6630-0500,637270521506630000,1607266551
19,0,0,69,276,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,748,2020-06-06T09:56:28.5780-0500,637270521885780000,1607266589
19,0,0,276,483,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,749,2020-06-06T10:00:09.1510-0500,637270524091510000,1607266809
15,0,0,69,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,750,2020-06-06T10:04:06.0540-0500,637270526460540000,1607267046
15,0,0,69,0,0,417db1c3f6c5414092021ff2ca769e22,2771d4adc72b40348aa70131a605dd15,751,2020-06-06T10:05:49.6899-0500,637270527496899000,1607267150
