Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
7,0,0,126,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3777,2019-12-20T19:14:02.8000-0500,637124840428000000,1592698443
24,0,0,441,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3778,2019-12-20T19:15:37.5370-0500,637124841375370000,1592698538
21,0,0,630,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3779,2019-12-20T19:18:40.8280-0500,637124843208280000,1592698721
4,0,0,252,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3780,2019-12-20T19:21:43.1710-0500,637124845031710000,1592698903
23,0,0,189,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3781,2019-12-20T19:22:03.0220-0500,637124845230220000,1592698923
15,0,0,63,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3782,2019-12-20T19:23:12.4760-0500,637124845924760000,1592698992
15,0,0,63,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3783,2019-12-20T19:23:29.6750-0500,637124846096750000,1592699010
15,0,0,63,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3784,2019-12-20T19:26:19.0940-0500,637124847790940000,1592699179
2,0,0,252,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3785,2019-12-20T19:26:45.5330-0500,637124848055330000,1592699206
15,0,0,0,126,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3786,2019-12-20T19:27:06.5770-0500,637124848265770000,1592699227
