Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,28,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3836,2019-12-21T17:20:51.9220-0500,637125636519220000,1592778052
15,0,0,14,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3837,2019-12-21T17:23:12.4270-0500,637125637924270000,1592778192
13,0,0,56,28,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3838,2019-12-21T17:25:22.5580-0500,637125639225580000,1592778323
1,0,0,0,28,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3839,2019-12-21T17:30:33.3540-0500,637125642333540000,1592778633
15,0,0,14,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3840,2019-12-21T17:31:10.7960-0500,637125642707960000,1592778671
15,0,0,0,14,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3841,2019-12-21T17:31:39.9970-0500,637125642999970000,1592778700
9,0,0,84,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3842,2019-12-21T17:32:08.2320-0500,637125643282320000,1592778728
15,0,0,14,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3843,2019-12-21T17:32:56.6480-0500,637125643766480000,1592778777
1,0,0,42,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3844,2019-12-21T17:33:11.7630-0500,637125643917630000,1592778792
1,0,0,28,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3845,2019-12-21T17:34:54.5480-0500,637125644945480000,1592778895
