Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
19,17,1,165,0,0,318c42f457ab4fd291123fd53c06f8fc,516,2019-11-18T12:56:40.8770-0500,637096786008770000,1589824601
25,9,1,340,68,0,318c42f457ab4fd291123fd53c06f8fc,517,2019-11-18T13:02:41.8850-0500,637096789618850000,1589824962
10,0,0,245,70,0,318c42f457ab4fd291123fd53c06f8fc,518,2019-11-18T13:08:13.5010-0500,637096792935010000,1589825294
11,0,0,0,390,0,318c42f457ab4fd291123fd53c06f8fc,519,2019-11-18T13:08:55.9630-0500,637096793359630000,1589825336
330,298,2,148,4430,0,318c42f457ab4fd291123fd53c06f8fc,520,2019-11-18T13:09:58.1640-0500,637096793981640000,1589825398
15,3,2,0,104,0,318c42f457ab4fd291123fd53c06f8fc,521,2019-11-18T13:15:55.3190-0500,637096797553190000,1589825755
113,107,2,382,432,0,318c42f457ab4fd291123fd53c06f8fc,522,2019-11-18T13:17:00.6520-0500,637096798206520000,1589825821
66,65,1,388,220,0,318c42f457ab4fd291123fd53c06f8fc,523,2019-11-18T13:31:38.9390-0500,637096806989390000,1589826699
4,1,1,56,0,0,318c42f457ab4fd291123fd53c06f8fc,524,2019-11-18T14:02:54.9460-0500,637096825749460000,1589828575
17,3,1,56,0,0,318c42f457ab4fd291123fd53c06f8fc,525,2019-11-18T14:05:53.3060-0500,637096827533060000,1589828753
