Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
79,75,3,168,1344,0,318c42f457ab4fd291123fd53c06f8fc,526,2019-11-18T14:15:27.5560-0500,637096833275560000,1589829328
44,28,6,0,174,0,318c42f457ab4fd291123fd53c06f8fc,527,2019-11-18T14:20:03.7900-0500,637096836037900000,1589829604
16,1,1,59,0,0,318c42f457ab4fd291123fd53c06f8fc,528,2019-11-18T14:25:31.2410-0500,637096839312410000,1589829931
32,29,3,118,708,0,318c42f457ab4fd291123fd53c06f8fc,529,2019-11-18T14:31:03.6959-0500,637096842636959000,1589830264
9,4,2,120,0,0,318c42f457ab4fd291123fd53c06f8fc,530,2019-11-18T14:32:38.9020-0500,637096843589020000,1589830359
15,0,0,240,0,0,318c42f457ab4fd291123fd53c06f8fc,531,2019-11-18T14:53:54.1580-0500,637096856341580000,1589831634
3,0,2,183,0,0,318c42f457ab4fd291123fd53c06f8fc,532,2019-11-18T15:04:25.3940-0500,637096862653940000,1589832265
50,0,0,183,1098,0,318c42f457ab4fd291123fd53c06f8fc,533,2019-11-18T15:18:28.0310-0500,637096871080310000,1589833108
7,0,0,124,186,0,318c42f457ab4fd291123fd53c06f8fc,534,2019-11-18T15:33:10.0290-0500,637096879900290000,1589833990
28,13,1,63,0,0,318c42f457ab4fd291123fd53c06f8fc,535,2019-11-18T15:43:02.4710-0500,637096885824710000,1589834582
