Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
16,15,2,0,0,0,318c42f457ab4fd291123fd53c06f8fc,496,2019-11-18T10:25:17.9320-0500,637096695179320000,1589815518
511,492,6,0,0,0,318c42f457ab4fd291123fd53c06f8fc,497,2019-11-18T10:27:54.2020-0500,637096696742020000,1589815674
15,0,1,0,0,0,318c42f457ab4fd291123fd53c06f8fc,498,2019-11-18T10:42:16.1210-0500,637096705361210000,1589816536
16,2,1,0,0,0,318c42f457ab4fd291123fd53c06f8fc,499,2019-11-18T10:43:12.5689-0500,637096705925689000,1589816593
12,6,1,0,28,0,318c42f457ab4fd291123fd53c06f8fc,500,2019-11-18T10:45:43.0160-0500,637096707430160000,1589816743
53,15,5,47,16,0,318c42f457ab4fd291123fd53c06f8fc,501,2019-11-18T10:46:16.7690-0500,637096707767690000,1589816777
18,3,1,34,0,0,318c42f457ab4fd291123fd53c06f8fc,502,2019-11-18T10:48:19.2030-0500,637096708992030000,1589816899
78,63,1,34,36,0,318c42f457ab4fd291123fd53c06f8fc,503,2019-11-18T11:17:32.1510-0500,637096726521510000,1589818652
40,39,1,95,0,0,318c42f457ab4fd291123fd53c06f8fc,504,2019-11-18T11:20:31.0260-0500,637096728310260000,1589818831
67,55,4,60,240,0,318c42f457ab4fd291123fd53c06f8fc,505,2019-11-18T11:21:29.5840-0500,637096728895840000,1589818890
