Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,0,1,0,1e9bf02e0c0c48438f1019717734232f,28,2020-01-02T20:34:06.5970-0500,637136120465970000,1593740047
40,12,6,0,6,0,1e9bf02e0c0c48438f1019717734232f,29,2020-01-02T20:42:50.9370-0500,637136125709370000,1593740571
1516,1196,29,0,0,0,1e9bf02e0c0c48438f1019717734232f,30,2020-01-02T20:44:16.1630-0500,637136126561630000,1593740656
1530,1180,34,0,0,0,1e9bf02e0c0c48438f1019717734232f,31,2020-01-02T21:10:13.5200-0500,637136142135200000,1593742214
10,8,2,0,0,0,1e9bf02e0c0c48438f1019717734232f,32,2020-01-02T21:36:35.5500-0500,637136157955500000,1593743796
15,1,1,0,0,0,1e9bf02e0c0c48438f1019717734232f,33,2020-01-02T21:37:42.1760-0500,637136158621760000,1593743862
16,2,1,0,0,0,1e9bf02e0c0c48438f1019717734232f,34,2020-01-02T21:37:59.1230-0500,637136158791230000,1593743879
28,15,1,0,0,0,1e9bf02e0c0c48438f1019717734232f,35,2020-01-02T21:38:28.2350-0500,637136159082350000,1593743908
717,565,15,0,0,0,1e9bf02e0c0c48438f1019717734232f,36,2020-01-02T21:39:09.1429-0500,637136159491429000,1593743949
176,108,6,0,0,0,1e9bf02e0c0c48438f1019717734232f,37,2020-01-02T21:52:07.4300-0500,637136167274300000,1593744727
