Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
11,0,0,138,276,0,096c10aac4214c11a67e10473671a3ca,193,2020-01-17T17:38:16.7890-0500,637148974967890000,1595025497
1,0,0,0,276,0,096c10aac4214c11a67e10473671a3ca,194,2020-01-17T17:45:31.9480-0500,637148979319480000,1595025932
8,0,0,1035,0,0,096c10aac4214c11a67e10473671a3ca,195,2020-01-17T17:46:21.8970-0500,637148979818970000,1595025982
18,0,0,276,207,0,096c10aac4214c11a67e10473671a3ca,196,2020-01-17T17:46:46.8270-0500,637148980068270000,1595026007
18,0,0,414,207,0,096c10aac4214c11a67e10473671a3ca,197,2020-01-17T17:47:52.6250-0500,637148980726250000,1595026073
33,0,0,276,414,0,096c10aac4214c11a67e10473671a3ca,198,2020-01-17T17:51:58.9210-0500,637148983189210000,1595026319
66,0,0,966,414,0,096c10aac4214c11a67e10473671a3ca,199,2020-01-17T17:53:33.1610-0500,637148984131610000,1595026413
12,0,0,276,414,0,096c10aac4214c11a67e10473671a3ca,200,2020-01-17T17:54:58.2580-0500,637148984982580000,1595026498
4,0,0,0,414,0,096c10aac4214c11a67e10473671a3ca,201,2020-01-17T17:55:34.6340-0500,637148985346340000,1595026535
61,0,0,69,1932,0,096c10aac4214c11a67e10473671a3ca,202,2020-01-17T17:56:41.1350-0500,637148986011350000,1595026601
