Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
28,13,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1142,2020-02-19T17:47:29.3780-0500,637177492493780000,1597877249
11,3,1,0,6,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1143,2020-02-19T17:48:22.8179-0500,637177493028179000,1597877303
23,9,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1144,2020-02-19T17:49:16.2180-0500,637177493562180000,1597877356
31,17,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1145,2020-02-19T17:53:25.6929-0500,637177496056929000,1597877606
66,0,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1146,2020-02-19T18:35:25.4750-0500,637177521254750000,1597880125
15,0,7,0,16,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1147,2020-02-19T18:36:46.7960-0500,637177522067960000,1597880207
15,0,0,0,2,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1148,2020-02-19T19:29:19.6310-0500,637177553596310000,1597883360
5,0,0,0,8,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1149,2020-02-20T09:55:33.8310-0500,637178073338310000,1597935334
28,14,1,9,14,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1150,2020-02-20T13:57:00.2020-0500,637178218202020000,1597949820
19,5,1,3,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1151,2020-02-20T13:57:41.5719-0500,637178218615719000,1597949862
