Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
28,13,1,0,64,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4924,2020-02-22T18:20:18.5610-0500,637180104185610000,1598138419
4,3,1,33,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4925,2020-02-22T18:21:29.4680-0500,637180104894680000,1598138489
1,0,0,99,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4926,2020-02-22T18:23:08.1790-0500,637180105881790000,1598138588
15,0,0,33,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4927,2020-02-22T18:27:27.8390-0500,637180108478390000,1598138848
18,12,1,330,99,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4928,2020-02-22T18:28:41.9690-0500,637180109219690000,1598138922
15,2,1,66,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4929,2020-02-22T18:29:45.4950-0500,637180109854950000,1598138985
15,0,0,34,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4930,2020-02-22T18:31:25.6430-0500,637180110856430000,1598139086
2,0,0,34,34,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4931,2020-02-22T18:34:18.1820-0500,637180112581820000,1598139258
24,9,1,646,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4932,2020-02-22T18:34:49.0130-0500,637180112890130000,1598139289
26,11,4,102,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4933,2020-02-22T18:35:37.8179-0500,637180113378179000,1598139338
