Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
97,68,5,432,360,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2218,2020-02-07T13:10:50.6280-0500,637166958506280000,1596823851
15,0,0,37,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2219,2020-02-07T13:12:44.9810-0500,637166959649810000,1596823965
6,0,0,74,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2220,2020-02-07T13:13:30.0260-0500,637166960100260000,1596824010
54,42,3,222,148,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2221,2020-02-07T13:13:59.9820-0500,637166960399820000,1596824040
40,26,1,191,152,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2222,2020-02-07T13:15:56.8230-0500,637166961568230000,1596824157
15,0,0,39,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2223,2020-02-07T13:19:56.0720-0500,637166963960720000,1596824396
7,0,1,78,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2224,2020-02-07T13:26:36.9950-0500,637166967969950000,1596824797
3,0,0,117,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2225,2020-02-07T13:28:35.5500-0500,637166969155500000,1596824916
39,3,1,156,78,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2226,2020-02-07T13:29:20.5270-0500,637166969605270000,1596824961
3,0,0,123,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2227,2020-02-07T13:30:21.5240-0500,637166970215240000,1596825022
