Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
36,0,0,0,132,0,417db1c3f6c5414092021ff2ca769e22,2a8871b1fc3b4bb0a350263e6828086d,45,2020-06-30T10:42:48.9630-0500,637291285689630000,1609342969
1,0,0,0,8,0,417db1c3f6c5414092021ff2ca769e22,2a8871b1fc3b4bb0a350263e6828086d,46,2020-06-30T10:43:48.2540-0500,637291286282540000,1609343028
