Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
11,6,1,0,10,0,318c42f457ab4fd291123fd53c06f8fc,1852,2019-12-14T12:02:12.9240-0500,637119397329240000,1592154133
18,3,1,0,2,0,318c42f457ab4fd291123fd53c06f8fc,1853,2019-12-14T12:02:46.1290-0500,637119397661290000,1592154166
97,72,5,0,17,0,318c42f457ab4fd291123fd53c06f8fc,1854,2019-12-14T12:05:19.2839-0500,637119399192839000,1592154319
22,14,1,0,11,0,318c42f457ab4fd291123fd53c06f8fc,1855,2019-12-14T12:11:06.8520-0500,637119402668520000,1592154667
11,0,0,0,9,0,318c42f457ab4fd291123fd53c06f8fc,1856,2019-12-14T12:12:02.6750-0500,637119403226750000,1592154723
11,0,0,0,11,0,318c42f457ab4fd291123fd53c06f8fc,1857,2019-12-14T12:13:07.8580-0500,637119403878580000,1592154788
17,0,0,0,26,0,318c42f457ab4fd291123fd53c06f8fc,1858,2019-12-14T12:14:38.7400-0500,637119404787400000,1592154879
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,1859,2019-12-14T12:16:07.7680-0500,637119405677680000,1592154968
5,0,0,0,7,0,318c42f457ab4fd291123fd53c06f8fc,1860,2019-12-14T12:16:31.2080-0500,637119405912080000,1592154991
1,0,0,0,3,0,318c42f457ab4fd291123fd53c06f8fc,1861,2019-12-14T12:17:36.2260-0500,637119406562260000,1592155056
