Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
53,41,1,0,370,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1082,2021-01-26T16:58:16.7340-0500,637472950967340000,1627336697
26,11,1,4,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1083,2021-01-26T17:03:20.2240-0500,637472954002240000,1627337000
21,9,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1084,2021-01-26T17:03:55.2800-0500,637472954352800000,1627337035
20,7,1,4,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1085,2021-01-26T17:05:58.2859-0500,637472955582859000,1627337158
36,20,1,16,16,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1086,2021-01-26T17:07:56.5270-0500,637472956765270000,1627337277
2,0,0,40,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1087,2021-01-26T17:08:49.2520-0500,637472957292520000,1627337329
15,0,0,6,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1088,2021-01-26T17:09:08.1640-0500,637472957481640000,1627337348
7,0,0,14,14,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1089,2021-01-26T17:09:24.3840-0500,637472957643840000,1627337364
15,0,0,8,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1090,2021-01-26T17:09:48.3640-0500,637472957883640000,1627337388
7,6,1,45,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,1091,2021-01-26T17:10:12.0460-0500,637472958120460000,1627337412
