Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
3,0,0,0,5,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1082,2020-02-23T18:13:10.0280-0500,637180963900280000,1598224390
44,0,0,0,18,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1083,2020-02-23T18:13:28.4060-0500,637180964084060000,1598224408
60,12,3,0,17,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1084,2020-02-23T18:14:28.5960-0500,637180964685960000,1598224469
60,0,0,0,40,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1085,2020-02-23T18:16:00.1280-0500,637180965601280000,1598224560
6,0,0,0,9,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1086,2020-02-23T18:19:04.8830-0500,637180967448830000,1598224745
2,0,0,0,5,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1087,2020-02-23T18:19:50.8840-0500,637180967908840000,1598224791
62,50,1,0,4,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1088,2020-02-23T18:21:32.4180-0500,637180968924180000,1598224892
15,0,0,0,1,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1089,2020-02-23T18:25:39.8060-0500,637180971398060000,1598225140
2,0,0,0,5,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1090,2020-02-23T18:28:08.1530-0500,637180972881530000,1598225288
26,0,0,0,38,0,417db1c3f6c5414092021ff2ca769e22,11ccd89d25d14680b4d74cadf92c1c00,1091,2020-02-23T18:31:07.5540-0500,637180974675540000,1598225468
