Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,0,10,0,1e9bf02e0c0c48438f1019717734232f,553,2020-01-19T15:29:55.0950-0500,637150625950950000,1595190595
0,0,0,0,0,0,1e9bf02e0c0c48438f1019717734232f,554,2020-01-19T15:30:55.4960-0500,637150626554960000,1595190655
22,0,0,0,12,0,1e9bf02e0c0c48438f1019717734232f,555,2020-01-19T15:36:06.0200-0500,637150629660200000,1595190966
15,0,0,0,2,0,1e9bf02e0c0c48438f1019717734232f,556,2020-01-19T15:37:35.5310-0500,637150630555310000,1595191056
15,0,0,0,2,0,1e9bf02e0c0c48438f1019717734232f,557,2020-01-19T15:38:18.7260-0500,637150630987260000,1595191099
6,0,0,0,12,0,1e9bf02e0c0c48438f1019717734232f,558,2020-01-19T15:43:02.3740-0500,637150633823740000,1595191382
1,0,0,0,16,0,1e9bf02e0c0c48438f1019717734232f,559,2020-01-19T15:46:16.7940-0500,637150635767940000,1595191577
8,0,0,0,6,0,1e9bf02e0c0c48438f1019717734232f,560,2020-01-19T15:55:28.9140-0500,637150641289140000,1595192129
4,0,0,0,6,0,1e9bf02e0c0c48438f1019717734232f,561,2020-01-19T15:56:03.6780-0500,637150641636780000,1595192164
15,0,0,0,2,0,1e9bf02e0c0c48438f1019717734232f,562,2020-01-19T17:15:36.6800-0500,637150689366800000,1595196937
