Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
1,0,0,328,0,0,139b85b77ec94577864eb7a6ccb61cdf,437,2020-01-23T14:32:04.9150-0500,637154047249150000,1595532725
5,0,0,164,0,0,139b85b77ec94577864eb7a6ccb61cdf,438,2020-01-23T14:32:24.3510-0500,637154047443510000,1595532744
15,0,0,82,0,0,139b85b77ec94577864eb7a6ccb61cdf,439,2020-01-23T14:32:53.7160-0500,637154047737160000,1595532774
16,0,0,656,0,0,139b85b77ec94577864eb7a6ccb61cdf,440,2020-01-23T14:33:58.8380-0500,637154048388380000,1595532839
2,0,0,328,0,0,139b85b77ec94577864eb7a6ccb61cdf,441,2020-01-23T14:34:42.1190-0500,637154048821190000,1595532882
15,0,0,82,0,0,139b85b77ec94577864eb7a6ccb61cdf,442,2020-01-23T14:35:01.9440-0500,637154049019440000,1595532902
15,0,0,82,0,0,139b85b77ec94577864eb7a6ccb61cdf,443,2020-01-23T14:36:09.5080-0500,637154049695080000,1595532970
1,0,0,164,0,0,139b85b77ec94577864eb7a6ccb61cdf,444,2020-01-23T14:36:45.4800-0500,637154050054800000,1595533005
5,0,0,656,0,0,139b85b77ec94577864eb7a6ccb61cdf,445,2020-01-23T14:37:31.4320-0500,637154050514320000,1595533051
15,0,0,82,0,0,139b85b77ec94577864eb7a6ccb61cdf,446,2020-01-23T14:41:44.5050-0500,637154053045050000,1595533305
