Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
82,44,6,161,550,0,1e9bf02e0c0c48438f1019717734232f,273,2020-01-11T13:36:24.2890-0500,637143645842890000,1594492584
8,0,0,112,0,0,1e9bf02e0c0c48438f1019717734232f,274,2020-01-11T13:38:06.3980-0500,637143646863980000,1594492686
15,0,0,56,0,0,1e9bf02e0c0c48438f1019717734232f,275,2020-01-11T13:38:44.6520-0500,637143647246520000,1594492725
19,4,1,56,0,0,1e9bf02e0c0c48438f1019717734232f,276,2020-01-11T13:39:33.8570-0500,637143647738570000,1594492774
15,0,0,224,0,0,1e9bf02e0c0c48438f1019717734232f,277,2020-01-11T13:39:58.3449-0500,637143647983449000,1594492798
4,0,0,112,224,0,1e9bf02e0c0c48438f1019717734232f,278,2020-01-11T13:42:13.1770-0500,637143649331770000,1594492933
15,0,3,0,0,0,1e9bf02e0c0c48438f1019717734232f,279,2020-01-11T13:42:42.9930-0500,637143649629930000,1594492963
26,4,1,171,114,0,1e9bf02e0c0c48438f1019717734232f,280,2020-01-11T13:43:24.4970-0500,637143650044970000,1594493004
1,0,0,174,0,0,1e9bf02e0c0c48438f1019717734232f,281,2020-01-11T13:50:22.3200-0500,637143654223200000,1594493422
50,35,1,0,9,0,1e9bf02e0c0c48438f1019717734232f,282,2020-01-11T13:55:21.3280-0500,637143657213280000,1594493721
