Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
15,0,0,378,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,700,2021-01-06T10:34:55.9690-0500,637455440959690000,1625585696
22,0,0,3780,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,701,2021-01-06T10:46:34.8790-0500,637455447948790000,1625586395
15,0,0,189,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,702,2021-01-06T10:47:17.4850-0500,637455448374850000,1625586437
92,80,1,567,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,703,2021-01-06T10:48:12.2510-0500,637455448922510000,1625586492
15,0,0,380,0,0,417db1c3f6c5414092021ff2ca769e22,,628ded2887a64a9b8f0d53865c70e090,704,2021-01-06T10:52:35.6070-0500,637455451556070000,1625586756
