Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
1,0,0,285,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6048,2020-03-08T17:18:03.1520-0400,637192990831520000,1599599883
1,0,0,475,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6049,2020-03-08T17:18:24.2180-0400,637192991042180000,1599599904
1,0,0,190,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6050,2020-03-08T17:18:55.9700-0400,637192991359700000,1599599936
15,0,0,95,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6051,2020-03-08T17:19:50.1800-0400,637192991901800000,1599599990
3,0,0,570,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6052,2020-03-08T17:21:36.3050-0400,637192992963050000,1599600096
7,0,0,190,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6053,2020-03-08T17:22:59.3580-0400,637192993793580000,1599600179
3,0,0,380,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6054,2020-03-08T17:23:51.7220-0400,637192994317220000,1599600232
25,0,0,760,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6055,2020-03-08T17:28:25.1590-0400,637192997051590000,1599600505
21,0,0,190,1140,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6056,2020-03-08T17:29:41.0740-0400,637192997810740000,1599600581
18,0,0,192,192,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,6057,2020-03-08T17:30:29.7920-0400,637192998297920000,1599600630
