Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
2,0,0,297,0,0,070fce8dd1b0443cafbbad0eccba462e,656,2019-12-22T19:03:06.3900-0500,637126561863900000,1592870586
15,0,0,0,198,0,070fce8dd1b0443cafbbad0eccba462e,657,2019-12-22T19:03:26.8960-0500,637126562068960000,1592870607
15,0,0,495,0,0,070fce8dd1b0443cafbbad0eccba462e,658,2019-12-22T19:04:11.4780-0500,637126562514780000,1592870651
2,0,0,297,0,0,070fce8dd1b0443cafbbad0eccba462e,659,2019-12-22T19:05:07.0580-0500,637126563070580000,1592870707
15,0,0,99,0,0,070fce8dd1b0443cafbbad0eccba462e,660,2019-12-22T19:05:54.7650-0500,637126563547650000,1592870755
7,0,0,594,0,0,070fce8dd1b0443cafbbad0eccba462e,661,2019-12-22T19:08:08.2220-0500,637126564882220000,1592870888
21,0,0,792,297,0,070fce8dd1b0443cafbbad0eccba462e,662,2019-12-22T19:08:31.0150-0500,637126565110150000,1592870911
7,0,0,495,0,0,070fce8dd1b0443cafbbad0eccba462e,663,2019-12-22T19:10:03.7030-0500,637126566037030000,1592871004
3,0,0,0,300,0,070fce8dd1b0443cafbbad0eccba462e,664,2019-12-22T19:20:18.4950-0500,637126572184950000,1592871618
12,0,0,202,0,0,070fce8dd1b0443cafbbad0eccba462e,665,2019-12-22T19:21:41.1510-0500,637126573011510000,1592871701
