Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
28,0,0,1540,700,0,070fce8dd1b0443cafbbad0eccba462e,1158,2019-12-28T14:24:12.1880-0500,637131578521880000,1593372252
5,0,0,420,0,0,070fce8dd1b0443cafbbad0eccba462e,1159,2019-12-28T14:25:45.8400-0500,637131579458400000,1593372346
10,0,0,560,1540,0,070fce8dd1b0443cafbbad0eccba462e,1160,2019-12-28T14:30:06.9370-0500,637131582069370000,1593372607
22,0,0,420,420,0,070fce8dd1b0443cafbbad0eccba462e,1161,2019-12-28T14:30:40.4190-0500,637131582404190000,1593372640
6,0,0,423,0,0,070fce8dd1b0443cafbbad0eccba462e,1162,2019-12-28T14:31:31.5560-0500,637131582915560000,1593372692
7,0,0,141,141,0,070fce8dd1b0443cafbbad0eccba462e,1163,2019-12-28T14:32:55.1560-0500,637131583751560000,1593372775
1,0,0,423,0,0,070fce8dd1b0443cafbbad0eccba462e,1164,2019-12-28T14:34:29.4920-0500,637131584694920000,1593372869
3,0,0,987,0,0,070fce8dd1b0443cafbbad0eccba462e,1165,2019-12-28T14:34:46.5960-0500,637131584865960000,1593372887
1,0,0,564,0,0,070fce8dd1b0443cafbbad0eccba462e,1166,2019-12-28T14:36:54.7650-0500,637131586147650000,1593373015
4,0,0,705,0,0,070fce8dd1b0443cafbbad0eccba462e,1167,2019-12-28T14:42:30.3900-0500,637131589503900000,1593373350
