Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
1,0,0,35,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,863,2020-12-02T17:47:15.2660-0500,637425460352660000,1622674035
12,0,0,8,24,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,864,2020-12-02T17:48:29.6070-0500,637425461096070000,1622674110
31,0,0,80,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,865,2020-12-02T17:49:00.1050-0500,637425461401050000,1622674140
15,0,0,8,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,866,2020-12-02T17:50:16.8129-0500,637425462168129000,1622674217
22,7,1,40,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,867,2020-12-02T17:52:22.9660-0500,637425463429660000,1622674343
15,0,0,32,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,868,2020-12-02T17:55:00.2750-0500,637425465002750000,1622674500
89,58,4,24,168,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,869,2020-12-02T17:56:31.1719-0500,637425465911719000,1622674591
7,0,0,0,16,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,870,2020-12-02T17:58:19.5520-0500,637425466995520000,1622674700
5,2,1,18,0,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,871,2020-12-02T18:01:25.0520-0500,637425468850520000,1622674885
41,13,5,27,90,0,417db1c3f6c5414092021ff2ca769e22,,3196ec1df9384ad08a00abcd1bc01a97,872,2020-12-02T18:01:51.5590-0500,637425469115590000,1622674912
