Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
24,9,1,0,5,0,318c42f457ab4fd291123fd53c06f8fc,2004,2019-12-16T17:39:36.7060-0500,637121327767060000,1592347177
6,0,0,0,6,0,318c42f457ab4fd291123fd53c06f8fc,2005,2019-12-16T17:57:56.0740-0500,637121338760740000,1592348276
36,23,1,0,13,0,318c42f457ab4fd291123fd53c06f8fc,2006,2019-12-16T17:59:57.8940-0500,637121339978940000,1592348398
14,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,2007,2019-12-16T18:00:42.9770-0500,637121340429770000,1592348443
13,3,1,0,9,0,318c42f457ab4fd291123fd53c06f8fc,2008,2019-12-16T18:09:36.1390-0500,637121345761390000,1592348976
12,0,0,0,4,0,318c42f457ab4fd291123fd53c06f8fc,2009,2019-12-16T18:28:07.8580-0500,637121356878580000,1592350088
16,0,0,0,18,0,318c42f457ab4fd291123fd53c06f8fc,2010,2019-12-16T18:31:01.6500-0500,637121358616500000,1592350262
3,0,1,0,2,0,318c42f457ab4fd291123fd53c06f8fc,2011,2019-12-16T18:43:13.7550-0500,637121365937550000,1592350994
31,16,1,0,6,0,318c42f457ab4fd291123fd53c06f8fc,2012,2019-12-16T18:46:35.2190-0500,637121367952190000,1592351195
15,0,0,0,1,0,318c42f457ab4fd291123fd53c06f8fc,2013,2019-12-17T09:27:55.9670-0500,637121896759670000,1592404076
