Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
2,0,0,375,0,0,070fce8dd1b0443cafbbad0eccba462e,1774,2020-01-09T16:31:00.1120-0500,637142022601120000,1594330260
1,0,0,375,0,0,070fce8dd1b0443cafbbad0eccba462e,1775,2020-01-09T16:31:25.5840-0500,637142022855840000,1594330286
15,0,0,126,0,0,070fce8dd1b0443cafbbad0eccba462e,1776,2020-01-09T16:34:43.0740-0500,637142024830740000,1594330483
15,0,0,252,0,0,070fce8dd1b0443cafbbad0eccba462e,1777,2020-01-09T16:35:26.1450-0500,637142025261450000,1594330526
3,0,0,851,31,0,070fce8dd1b0443cafbbad0eccba462e,1778,2020-01-09T16:38:09.9390-0500,637142026899390000,1594330690
3,0,0,378,0,0,070fce8dd1b0443cafbbad0eccba462e,1779,2020-01-09T16:38:50.8240-0500,637142027308240000,1594330731
15,0,0,252,0,0,070fce8dd1b0443cafbbad0eccba462e,1780,2020-01-09T16:44:06.8020-0500,637142030468020000,1594331047
2,0,0,504,0,0,070fce8dd1b0443cafbbad0eccba462e,1781,2020-01-09T16:44:34.5780-0500,637142030745780000,1594331075
13,6,1,1008,0,0,070fce8dd1b0443cafbbad0eccba462e,1782,2020-01-09T16:45:37.5110-0500,637142031375110000,1594331138
40,0,0,630,756,0,070fce8dd1b0443cafbbad0eccba462e,1783,2020-01-09T16:46:21.1070-0500,637142031811070000,1594331181
