Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
6,0,0,104,0,0,417db1c3f6c5414092021ff2ca769e22,1da79dc062a1498786b5ed172362a7fc,60,2020-06-19T19:15:51.6390-0400,637282053516390000,1608419752
