Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
4,0,0,324,0,0,417db1c3f6c5414092021ff2ca769e22,,053b8b9d38d14f0097a16ff3f2df98fa,1278,2021-01-15T08:57:00.4079-0500,637463158204079000,1626357420
9,0,0,108,36,0,417db1c3f6c5414092021ff2ca769e22,,053b8b9d38d14f0097a16ff3f2df98fa,1279,2021-01-15T08:57:29.9850-0500,637463158499850000,1626357450
15,0,0,22,15,0,417db1c3f6c5414092021ff2ca769e22,,053b8b9d38d14f0097a16ff3f2df98fa,1280,2021-01-15T08:58:54.7930-0500,637463159347930000,1626357535
8,5,1,37,0,0,417db1c3f6c5414092021ff2ca769e22,,053b8b9d38d14f0097a16ff3f2df98fa,1281,2021-01-15T08:59:49.6929-0500,637463159896929000,1626357590
