Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,19,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4712,2020-01-04T16:39:09.8890-0500,637137707498890000,1593898750
8,3,1,19,38,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4713,2020-01-04T16:41:13.7720-0500,637137708737720000,1593898874
5,4,1,57,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4714,2020-01-04T16:42:05.4030-0500,637137709254030000,1593898925
15,0,0,76,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4715,2020-01-04T16:42:55.6220-0500,637137709756220000,1593898976
5,4,1,38,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4716,2020-01-04T16:46:12.8400-0500,637137711728400000,1593899173
15,0,0,19,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4717,2020-01-04T16:48:21.8060-0500,637137713018060000,1593899302
15,0,0,19,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4718,2020-01-04T16:49:07.0490-0500,637137713470490000,1593899347
32,31,1,57,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4719,2020-01-04T16:54:19.7370-0500,637137716597370000,1593899660
1,0,0,57,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4720,2020-01-04T16:55:17.9770-0500,637137717179770000,1593899718
4,3,1,38,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4721,2020-01-04T16:57:44.8970-0500,637137718648970000,1593899865
