Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
8,0,0,10,18,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2332,2019-12-03T17:29:40.5679-0500,637109909805679000,1591223381
15,0,0,10,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2333,2019-12-03T17:30:31.4180-0500,637109910314180000,1591223431
20,0,0,20,60,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2334,2019-12-03T17:36:05.7660-0500,637109913657660000,1591223766
27,0,0,9,20,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2335,2019-12-03T17:40:29.0890-0500,637109916290890000,1591224029
15,0,0,5,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2336,2019-12-03T17:41:47.7950-0500,637109917077950000,1591224108
6,0,0,35,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2337,2019-12-03T17:45:18.7990-0500,637109919187990000,1591224319
15,0,0,15,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2338,2019-12-03T17:50:57.4670-0500,637109922574670000,1591224657
15,0,0,7,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2339,2019-12-03T17:55:29.0080-0500,637109925290080000,1591224929
15,0,0,7,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2340,2019-12-03T17:55:55.5740-0500,637109925555740000,1591224956
15,0,0,8,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2341,2019-12-03T17:56:29.2530-0500,637109925892530000,1591224989
