Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
2,0,0,9,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,960,2020-03-11T17:38:43.3479-0500,637195631233479000,1599863923
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,961,2020-03-11T17:43:12.9290-0500,637195633929290000,1599864193
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,962,2020-03-11T17:43:41.0840-0500,637195634210840000,1599864221
17,0,0,20,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,963,2020-03-11T17:44:56.4350-0500,637195634964350000,1599864296
10,0,0,8,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,964,2020-03-11T17:49:30.3550-0500,637195637703550000,1599864570
25,0,0,200,16,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,965,2020-03-11T17:51:13.2590-0500,637195638732590000,1599864673
23,0,0,28,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,966,2020-03-11T17:52:43.7830-0500,637195639637830000,1599864764
15,0,0,4,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,967,2020-03-11T17:53:23.0340-0500,637195640030340000,1599864803
15,0,0,4,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,968,2020-03-11T17:53:42.5740-0500,637195640225740000,1599864823
15,0,0,4,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,969,2020-03-11T17:54:21.4010-0500,637195640614010000,1599864861
