Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,44,0,0,070fce8dd1b0443cafbbad0eccba462e,492,2019-12-21T18:46:01.2990-0500,637125687612990000,1592783161
5,0,0,220,88,0,070fce8dd1b0443cafbbad0eccba462e,493,2019-12-21T18:48:58.6200-0500,637125689386200000,1592783339
15,0,0,45,0,0,070fce8dd1b0443cafbbad0eccba462e,494,2019-12-21T18:51:14.3230-0500,637125690743230000,1592783474
14,0,0,90,0,0,070fce8dd1b0443cafbbad0eccba462e,495,2019-12-21T18:51:57.4700-0500,637125691174700000,1592783517
15,0,0,45,0,0,070fce8dd1b0443cafbbad0eccba462e,496,2019-12-21T18:54:38.4640-0500,637125692784640000,1592783678
1,0,0,90,0,0,070fce8dd1b0443cafbbad0eccba462e,497,2019-12-21T18:56:09.2520-0500,637125693692520000,1592783769
5,0,0,135,45,0,070fce8dd1b0443cafbbad0eccba462e,498,2019-12-21T18:57:19.7810-0500,637125694397810000,1592783840
172,0,1,0,2385,0,070fce8dd1b0443cafbbad0eccba462e,499,2019-12-21T18:57:40.3850-0500,637125694603850000,1592783860
0,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,500,2019-12-21T19:01:02.4270-0500,637125696624270000,1592784062
10,0,0,92,0,0,070fce8dd1b0443cafbbad0eccba462e,501,2019-12-21T19:01:47.0540-0500,637125697070540000,1592784107
