Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
91,20,9,6069,5016,0,417db1c3f6c5414092021ff2ca769e22,,2e0d78f5d22f4a3facf4193c4f1487dd,568,2020-09-26T10:58:03.4380-0500,637367326834380000,1616774283
3,2,1,1480,0,0,417db1c3f6c5414092021ff2ca769e22,,2e0d78f5d22f4a3facf4193c4f1487dd,569,2020-09-26T11:09:17.2180-0500,637367333572180000,1616774957
1,0,0,740,0,0,417db1c3f6c5414092021ff2ca769e22,,2e0d78f5d22f4a3facf4193c4f1487dd,570,2020-09-26T11:11:37.2370-0500,637367334972370000,1616775097
