Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
126,0,0,0,69,0,070fce8dd1b0443cafbbad0eccba462e,2017,2020-01-13T10:40:10.2839-0500,637145268102839000,1594654810
30,0,0,0,15,0,070fce8dd1b0443cafbbad0eccba462e,2018,2020-01-13T10:43:39.2450-0500,637145270192450000,1594655019
118,0,0,0,47,0,070fce8dd1b0443cafbbad0eccba462e,2019,2020-01-13T10:44:29.1600-0500,637145270691600000,1594655069
83,0,0,0,41,0,070fce8dd1b0443cafbbad0eccba462e,2020,2020-01-13T10:46:47.4980-0500,637145272074980000,1594655207
30,0,0,0,9,0,070fce8dd1b0443cafbbad0eccba462e,2021,2020-01-13T10:48:30.4480-0500,637145273104480000,1594655310
36,0,0,0,31,0,070fce8dd1b0443cafbbad0eccba462e,2022,2020-01-13T10:50:06.0630-0500,637145274060630000,1594655406
9,0,0,0,3,0,070fce8dd1b0443cafbbad0eccba462e,2023,2020-01-13T10:51:03.0330-0500,637145274630330000,1594655463
18,0,0,0,4,0,070fce8dd1b0443cafbbad0eccba462e,2024,2020-01-13T10:52:45.9180-0500,637145275659180000,1594655566
377,0,1,0,20,0,070fce8dd1b0443cafbbad0eccba462e,2025,2020-01-13T10:53:51.4000-0500,637145276314000000,1594655631
0,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,2026,2020-01-13T11:00:39.0660-0500,637145280390660000,1594656039
