Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
68,0,0,0,84,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3002,2019-12-12T11:51:00.1460-0500,637117662601460000,1591980660
15,0,0,0,1,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3003,2019-12-12T11:53:03.3210-0500,637117663833210000,1591980783
170,0,0,0,174,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3004,2019-12-12T11:53:23.1350-0500,637117664031350000,1591980803
92,0,0,0,60,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3005,2019-12-12T11:56:31.7380-0500,637117665917380000,1591980992
96,0,0,0,30,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3006,2019-12-12T11:58:31.0190-0500,637117667110190000,1591981111
123,0,0,0,60,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3007,2019-12-12T12:00:26.0410-0500,637117668260410000,1591981226
27,0,0,0,10,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3008,2019-12-12T12:02:51.0300-0500,637117669710300000,1591981371
13,0,0,0,2,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3009,2019-12-12T12:03:37.2110-0500,637117670172110000,1591981417
71,0,0,0,20,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3010,2019-12-12T12:04:05.3900-0500,637117670453900000,1591981445
10,0,0,0,4,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3011,2019-12-12T12:05:40.0620-0500,637117671400620000,1591981540
