Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
629,0,0,0,275,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3012,2019-12-12T12:06:09.2160-0500,637117671692160000,1591981569
94,0,0,0,78,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3013,2019-12-12T12:26:14.7110-0500,637117683747110000,1591982775
223,0,0,0,195,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3014,2019-12-12T12:28:05.9390-0500,637117684859390000,1591982886
87,0,0,0,43,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3015,2019-12-12T12:32:05.7990-0500,637117687257990000,1591983126
267,0,0,0,232,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3016,2019-12-12T12:34:06.7500-0500,637117688467500000,1591983247
15,0,0,0,1,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3017,2019-12-12T12:40:10.5639-0500,637117692105639000,1591983611
4,0,0,0,6,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3018,2019-12-12T12:41:09.7450-0500,637117692697450000,1591983670
15,0,0,0,1,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3019,2019-12-12T12:41:40.1780-0500,637117693001780000,1591983700
1,0,0,0,2,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3020,2019-12-12T12:42:06.3300-0500,637117693263300000,1591983726
15,0,0,0,1,0,1e8656f6b89c4f19bd47cb8bef23b4fa,3021,2019-12-12T12:44:35.0930-0500,637117694750930000,1591983875
