Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
103,91,3,95,1995,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4389,2020-02-15T17:13:28.0550-0500,637174016080550000,1597529608
12,11,1,96,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4390,2020-02-15T17:19:14.7360-0500,637174019547360000,1597529955
75,60,1,96,2400,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4391,2020-02-15T17:20:06.9190-0500,637174020069190000,1597530007
92,11,4,180,3700,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4392,2020-02-15T17:22:28.9760-0500,637174021489760000,1597530149
7,0,1,294,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4393,2020-02-15T17:24:18.4460-0500,637174022584460000,1597530258
22,0,0,98,1176,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4394,2020-02-15T17:24:52.7220-0500,637174022927220000,1597530293
9,8,1,99,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4395,2020-02-15T17:26:46.4480-0500,637174024064480000,1597530406
46,34,2,297,297,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4396,2020-02-15T17:27:41.5910-0500,637174024615910000,1597530462
44,30,2,0,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4397,2020-02-15T17:28:59.3870-0500,637174025393870000,1597530539
15,0,0,99,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4398,2020-02-15T17:33:20.0890-0500,637174028000890000,1597530800
