Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
20,0,0,175,400,0,318c42f457ab4fd291123fd53c06f8fc,1132,2019-11-30T13:00:48.7910-0500,637107156487910000,1590861649
4,0,0,78,0,0,318c42f457ab4fd291123fd53c06f8fc,1133,2019-11-30T13:07:16.7180-0500,637107160367180000,1590862037
37,6,1,585,27,0,318c42f457ab4fd291123fd53c06f8fc,1134,2019-11-30T13:08:27.9400-0500,637107161079400000,1590862108
25,0,0,135,432,0,318c42f457ab4fd291123fd53c06f8fc,1135,2019-11-30T13:09:35.4040-0500,637107161754040000,1590862175
3,0,0,168,0,0,318c42f457ab4fd291123fd53c06f8fc,1136,2019-11-30T13:10:20.3740-0500,637107162203740000,1590862220
19,0,0,145,174,0,318c42f457ab4fd291123fd53c06f8fc,1137,2019-11-30T13:11:37.3720-0500,637107162973720000,1590862297
9,0,0,90,60,0,318c42f457ab4fd291123fd53c06f8fc,1138,2019-11-30T13:12:47.0500-0500,637107163670500000,1590862367
1,0,0,62,0,0,318c42f457ab4fd291123fd53c06f8fc,1139,2019-11-30T13:14:15.5060-0500,637107164555060000,1590862456
4,0,0,155,0,0,318c42f457ab4fd291123fd53c06f8fc,1140,2019-11-30T13:15:11.9810-0500,637107165119810000,1590862512
15,0,0,31,0,0,318c42f457ab4fd291123fd53c06f8fc,1141,2019-11-30T13:16:25.3300-0500,637107165853300000,1590862585
