Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,70,0,0,318c42f457ab4fd291123fd53c06f8fc,1148,2019-11-30T13:40:21.9880-0500,637107180219880000,1590864022
7,0,0,140,0,0,318c42f457ab4fd291123fd53c06f8fc,1149,2019-11-30T13:41:01.5350-0500,637107180615350000,1590864062
192,189,1,355,0,0,318c42f457ab4fd291123fd53c06f8fc,1150,2019-11-30T13:41:42.6160-0500,637107181026160000,1590864103
15,0,0,36,0,0,318c42f457ab4fd291123fd53c06f8fc,1151,2019-11-30T13:46:09.6120-0500,637107183696120000,1590864370
6,0,0,216,0,0,318c42f457ab4fd291123fd53c06f8fc,1152,2019-11-30T13:48:07.2680-0500,637107184872680000,1590864487
29,21,1,288,1080,0,318c42f457ab4fd291123fd53c06f8fc,1153,2019-11-30T13:48:40.9270-0500,637107185209270000,1590864521
15,0,0,37,0,0,318c42f457ab4fd291123fd53c06f8fc,1154,2019-11-30T13:53:26.6620-0500,637107188066620000,1590864807
65,43,2,259,851,0,318c42f457ab4fd291123fd53c06f8fc,1155,2019-11-30T13:54:30.0160-0500,637107188700160000,1590864870
2,0,0,114,0,0,318c42f457ab4fd291123fd53c06f8fc,1156,2019-11-30T13:56:38.3200-0500,637107189983200000,1590864998
1,0,0,76,0,0,318c42f457ab4fd291123fd53c06f8fc,1157,2019-11-30T13:57:25.0230-0500,637107190450230000,1590865045
