Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
16,0,0,414,414,0,417db1c3f6c5414092021ff2ca769e22,31c0afa988c441c29c5c936ae985d86f,155,2020-05-29T10:33:58.5709-0500,637263632385709000,1606664039
15,0,0,0,69,0,417db1c3f6c5414092021ff2ca769e22,31c0afa988c441c29c5c936ae985d86f,156,2020-05-29T10:34:39.8179-0500,637263632798179000,1606664080
