Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
3,0,0,0,8,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,870,2020-03-09T15:00:45.5390-0500,637193808455390000,1599681646
6,0,0,0,6,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,871,2020-03-09T15:01:09.7700-0500,637193808697700000,1599681670
15,0,0,0,4,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,872,2020-03-09T15:02:52.1419-0500,637193809721419000,1599681772
15,0,0,0,3,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,873,2020-03-09T15:03:32.4330-0500,637193810124330000,1599681812
21,8,1,0,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,874,2020-03-09T15:10:25.7820-0500,637193814257820000,1599682226
19,3,1,9,15,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,875,2020-03-09T15:15:03.7210-0500,637193817037210000,1599682504
30,16,1,28,6,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,876,2020-03-09T15:16:09.3150-0500,637193817693150000,1599682569
23,21,1,48,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,877,2020-03-09T15:17:07.6040-0500,637193818276040000,1599682628
8,0,0,16,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,878,2020-03-09T15:17:52.2150-0500,637193818722150000,1599682672
1,0,0,20,0,0,417db1c3f6c5414092021ff2ca769e22,18aa24fd3e3b4006aa5ebdd0a7400704,879,2020-03-09T15:18:34.2240-0500,637193819142240000,1599682714
