Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,96,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4002,2020-02-09T16:54:15.0920-0500,637168820550920000,1597010055
53,43,4,672,1056,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4003,2020-02-09T16:54:55.9090-0500,637168820959090000,1597010096
16,1,1,388,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4004,2020-02-09T16:56:10.8590-0500,637168821708590000,1597010171
18,16,3,194,194,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4005,2020-02-09T17:01:14.6800-0500,637168824746800000,1597010475
15,0,0,490,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4006,2020-02-09T17:04:37.8320-0500,637168826778320000,1597010678
15,0,0,98,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4007,2020-02-09T17:05:21.7040-0500,637168827217040000,1597010722
7,0,0,495,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4008,2020-02-09T17:06:14.9320-0500,637168827749320000,1597010775
1,0,0,0,297,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4009,2020-02-09T17:08:18.3180-0500,637168828983180000,1597010898
9,0,2,297,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4010,2020-02-09T17:08:38.4540-0500,637168829184540000,1597010918
1,0,0,495,0,0,417db1c3f6c5414092021ff2ca769e22,070fce8dd1b0443cafbbad0eccba462e,4011,2020-02-09T17:09:16.5140-0500,637168829565140000,1597010957
