Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
6,0,0,58,0,0,070fce8dd1b0443cafbbad0eccba462e,463,2019-12-21T17:23:06.5810-0500,637125637865810000,1592778187
137,0,0,561,1083,0,070fce8dd1b0443cafbbad0eccba462e,464,2019-12-21T17:24:23.6710-0500,637125638636710000,1592778264
15,0,0,64,0,0,070fce8dd1b0443cafbbad0eccba462e,465,2019-12-21T17:27:01.3900-0500,637125640213900000,1592778421
15,0,0,128,0,0,070fce8dd1b0443cafbbad0eccba462e,466,2019-12-21T17:28:05.0540-0500,637125640850540000,1592778485
15,0,0,32,0,0,070fce8dd1b0443cafbbad0eccba462e,467,2019-12-21T17:28:52.6700-0500,637125641326700000,1592778533
11,0,0,448,0,0,070fce8dd1b0443cafbbad0eccba462e,468,2019-12-21T17:30:58.7420-0500,637125642587420000,1592778659
109,0,1,96,800,0,070fce8dd1b0443cafbbad0eccba462e,469,2019-12-21T17:32:03.2200-0500,637125643232200000,1592778723
0,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,470,2019-12-21T17:34:22.3190-0500,637125644623190000,1592778862
15,0,0,33,0,0,070fce8dd1b0443cafbbad0eccba462e,471,2019-12-21T17:36:38.6300-0500,637125645986300000,1592778999
107,0,1,0,0,0,070fce8dd1b0443cafbbad0eccba462e,472,2019-12-21T17:37:10.5840-0500,637125646305840000,1592779031
