Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
47,13,2,360,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4183,2019-12-26T19:21:02.0040-0500,637130028620040000,1593217262
10,0,0,180,60,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4184,2019-12-26T19:22:06.6990-0500,637130029266990000,1593217327
24,3,1,61,61,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4185,2019-12-26T19:22:37.9390-0500,637130029579390000,1593217358
10,7,1,186,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4186,2019-12-26T19:23:17.4910-0500,637130029974910000,1593217397
8,3,1,189,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4187,2019-12-26T19:28:35.9150-0500,637130033159150000,1593217716
17,4,3,126,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4188,2019-12-26T19:29:07.6480-0500,637130033476480000,1593217748
15,0,0,0,63,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4189,2019-12-26T19:30:59.4980-0500,637130034594980000,1593217859
5,4,1,63,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4190,2019-12-26T19:32:30.7410-0500,637130035507410000,1593217951
5,4,1,189,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4191,2019-12-26T19:35:56.4940-0500,637130037564940000,1593218156
12,10,1,1071,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,4192,2019-12-26T19:39:26.1860-0500,637130039661860000,1593218366
