Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
6,0,0,330,0,0,070fce8dd1b0443cafbbad0eccba462e,968,2019-12-26T15:05:51.9820-0500,637129875519820000,1593201952
238,0,1,1123,3765,0,070fce8dd1b0443cafbbad0eccba462e,969,2019-12-26T15:07:05.6670-0500,637129876256670000,1593202026
9,0,0,340,0,0,070fce8dd1b0443cafbbad0eccba462e,970,2019-12-26T15:11:20.2800-0500,637129878802800000,1593202280
10,0,0,69,0,0,070fce8dd1b0443cafbbad0eccba462e,971,2019-12-26T15:11:46.0650-0500,637129879060650000,1593202306
2,0,0,276,0,0,070fce8dd1b0443cafbbad0eccba462e,972,2019-12-26T15:13:27.6010-0500,637129880076010000,1593202408
32,0,0,298,875,0,070fce8dd1b0443cafbbad0eccba462e,973,2019-12-26T15:14:39.1690-0500,637129880791690000,1593202479
2,0,0,0,345,0,070fce8dd1b0443cafbbad0eccba462e,974,2019-12-26T15:15:36.6899-0500,637129881366899000,1593202537
36,0,0,420,0,0,070fce8dd1b0443cafbbad0eccba462e,975,2019-12-26T15:16:36.6030-0500,637129881966030000,1593202597
68,28,1,910,630,0,070fce8dd1b0443cafbbad0eccba462e,976,2019-12-26T15:18:21.3390-0500,637129883013390000,1593202701
15,0,0,213,0,0,070fce8dd1b0443cafbbad0eccba462e,977,2019-12-26T15:20:24.3360-0500,637129884243360000,1593202824
